station_id,date,pm25
STATION_00,2023-01-01,26.073900481628627
STATION_00,2023-01-02,64.00778958026457
STATION_00,2023-01-03,76.96806145201063
STATION_00,2023-01-04,152.85611131094578
STATION_00,2023-01-05,117.18091447842306
STATION_00,2023-01-06,11.847992231863302
STATION_00,2023-01-07,116.20419846973977
STATION_00,2023-01-08,80.74588597918418
STATION_00,2023-01-09,66.15389998470206
STATION_00,2023-01-10,130.5838144420434
STATION_00,2023-01-11,151.54997612479755
STATION_00,2023-01-12,146.56400595580993
STATION_00,2023-01-13,58.03912383886807
STATION_00,2023-01-14,84.53938120743928
STATION_00,2023-01-15,116.5631715701782
STATION_00,2023-01-16,148.77725635611796
STATION_00,2023-01-17,76.04128810773551
STATION_00,2023-01-18,90.71705116680914
STATION_00,2023-01-19,44.68325129969859
STATION_00,2023-01-20,40.18966879596646
STATION_00,2023-01-21,140.6262911197099
STATION_00,2023-01-22,167.81200142854115
STATION_00,2023-01-23,96.3994939209833
STATION_00,2023-01-24,150.17664489460122
STATION_00,2023-01-25,118.08180125238172
STATION_00,2023-01-26,67.74401226974379
STATION_00,2023-01-27,118.0697802754207
STATION_00,2023-01-28,176.90182832329845
STATION_00,2023-01-29,98.20869804450244
STATION_00,2023-01-30,178.2321827907003
STATION_00,2023-01-31,5.0
STATION_00,2023-02-01,141.09512521876118
STATION_00,2023-02-02,104.35235341190857
STATION_00,2023-02-03,85.04963247670662
STATION_00,2023-02-04,104.58803882677512
STATION_00,2023-02-05,5.0
STATION_00,2023-02-06,89.0164056081244
STATION_00,2023-02-07,117.85562857558732
STATION_00,2023-02-08,173.89470223707582
STATION_00,2023-02-09,74.08648908631763
STATION_00,2023-02-10,59.57531985534062
STATION_00,2023-02-11,74.91214782077317
STATION_00,2023-02-12,145.7701058851037
STATION_00,2023-02-13,116.43755548298422
STATION_00,2023-02-14,73.51198981164806
STATION_00,2023-02-15,125.6633716556678
STATION_00,2023-02-16,104.853877467402
STATION_00,2023-02-17,148.43224952664443
STATION_00,2023-02-18,64.89734530613238
STATION_00,2023-02-19,83.61689267011158
STATION_00,2023-02-20,80.39459234339212
STATION_00,2023-02-21,26.82425259339408
STATION_00,2023-02-22,114.8060138532288
STATION_00,2023-02-23,113.05276360899448
STATION_00,2023-02-24,100.25567283212304
STATION_00,2023-02-25,88.27064333124265
STATION_00,2023-02-26,29.23146289747929
STATION_00,2023-02-27,78.96773386173204
STATION_00,2023-02-28,82.86427417366153
STATION_00,2023-03-01,59.886136538919054
STATION_00,2023-03-02,91.93571441669954
STATION_00,2023-03-03,120.20254284072692
STATION_00,2023-03-04,194.3092950605265
STATION_00,2023-03-05,108.72889064159196
STATION_00,2023-03-06,112.87751953613822
STATION_00,2023-03-07,96.27770421169164
STATION_00,2023-03-08,5.0
STATION_00,2023-03-09,98.67430622753916
STATION_00,2023-03-10,103.01151049705132
STATION_00,2023-03-11,223.1621056242643
STATION_00,2023-03-12,90.38195176094388
STATION_00,2023-03-13,115.07736711668062
STATION_00,2023-03-14,98.26441151473784
STATION_00,2023-03-15,41.5660981190234
STATION_00,2023-03-16,157.14114072575103
STATION_00,2023-03-17,137.5966516343387
STATION_00,2023-03-18,139.55159735215233
STATION_00,2023-03-19,54.53062726026305
STATION_00,2023-03-20,170.13971554680495
STATION_00,2023-03-21,29.90744686038596
STATION_00,2023-03-22,129.34285469001352
STATION_00,2023-03-23,209.52278129049893
STATION_00,2023-03-24,50.47318374346558
STATION_00,2023-03-25,71.6851135198614
STATION_00,2023-03-26,104.98256825438206
STATION_00,2023-03-27,74.82621729419004
STATION_00,2023-03-28,22.46682844669337
STATION_00,2023-03-29,103.42814874030137
STATION_00,2023-03-30,46.884814313694754
STATION_00,2023-03-31,123.67962153175908
STATION_00,2023-04-01,54.02878828830984
STATION_00,2023-04-02,177.496720250877
STATION_00,2023-04-03,60.83733538318815
STATION_00,2023-04-04,83.89692418971622
STATION_00,2023-04-05,140.67586086848348
STATION_00,2023-04-06,38.45678417830224
STATION_00,2023-04-07,111.37299673020648
STATION_00,2023-04-08,165.3571377141214
STATION_00,2023-04-09,19.62583827193862
STATION_00,2023-04-10,109.2316929266152
STATION_00,2023-04-11,112.99413971242116
STATION_00,2023-04-12,139.09114358886552
STATION_00,2023-04-13,38.1524644560959
STATION_00,2023-04-14,33.97716934578618
STATION_00,2023-04-15,126.09707828084488
STATION_00,2023-04-16,114.8492336616593
STATION_00,2023-04-17,112.52464251729384
STATION_00,2023-04-18,117.32241047484878
STATION_00,2023-04-19,65.99876392107547
STATION_00,2023-04-20,111.61268485805016
STATION_00,2023-04-21,114.65362366493406
STATION_00,2023-04-22,64.2824290986816
STATION_00,2023-04-23,193.28872555723785
STATION_00,2023-04-24,123.69164604558938
STATION_00,2023-04-25,40.43482513986757
STATION_00,2023-04-26,132.82768043169148
STATION_00,2023-04-27,51.26591648863393
STATION_00,2023-04-28,139.3542301871226
STATION_00,2023-04-29,157.9297789503702
STATION_00,2023-04-30,58.96588408241448
STATION_00,2023-05-01,148.16880646221608
STATION_00,2023-05-02,120.63904634682493
STATION_00,2023-05-03,141.1030079997245
STATION_00,2023-05-04,194.8396491326974
STATION_00,2023-05-05,87.73059419985647
STATION_00,2023-05-06,62.31319178212552
STATION_00,2023-05-07,55.52427851872383
STATION_00,2023-05-08,59.20948575172809
STATION_00,2023-05-09,96.1449145292948
STATION_00,2023-05-10,117.0575987408322
STATION_00,2023-05-11,113.83453996650096
STATION_00,2023-05-12,141.35916245180118
STATION_00,2023-05-13,100.65009459389536
STATION_00,2023-05-14,172.67670385786585
STATION_00,2023-05-15,86.76715833810219
STATION_00,2023-05-16,236.00845832948093
STATION_00,2023-05-17,131.28336738825033
STATION_00,2023-05-18,57.14212217918588
STATION_00,2023-05-19,46.45537509694439
STATION_00,2023-05-20,124.12362076215926
STATION_00,2023-05-21,88.82686073370746
STATION_00,2023-05-22,135.7000247046046
STATION_00,2023-05-23,123.66188122867725
STATION_00,2023-05-24,96.35855436715636
STATION_00,2023-05-25,57.66031409657976
STATION_00,2023-05-26,24.257638765706773
STATION_00,2023-05-27,77.67425239664894
STATION_00,2023-05-28,142.81993971617362
STATION_00,2023-05-29,110.7046872065102
STATION_00,2023-05-30,37.7130610644006
STATION_00,2023-05-31,108.6590462925591
STATION_00,2023-06-01,119.26586898644184
STATION_00,2023-06-02,55.80712818994335
STATION_00,2023-06-03,107.6862552972764
STATION_00,2023-06-04,102.9104359223
STATION_00,2023-06-05,42.85148510846884
STATION_00,2023-06-06,117.88936801741416
STATION_00,2023-06-07,128.03922631841172
STATION_00,2023-06-08,154.15256215876386
STATION_00,2023-06-09,152.69010260174514
STATION_00,2023-06-10,31.116531602145443
STATION_00,2023-06-11,53.10874800424386
STATION_00,2023-06-12,125.751763360433
STATION_00,2023-06-13,125.68929754561044
STATION_00,2023-06-14,125.7523843153024
STATION_00,2023-06-15,292.63657453273606
STATION_00,2023-06-16,128.54452553465836
STATION_00,2023-06-17,156.77828200902994
STATION_00,2023-06-18,147.70008817466012
STATION_00,2023-06-19,132.5695625652899
STATION_00,2023-06-20,84.23653776798272
STATION_00,2023-06-21,137.94846102466337
STATION_00,2023-06-22,61.35873927312141
STATION_00,2023-06-23,88.15906966299956
STATION_00,2023-06-24,75.73182260854483
STATION_00,2023-06-25,104.09370696931612
STATION_00,2023-06-26,215.73292833367543
STATION_00,2023-06-27,6.636740370412596
STATION_00,2023-06-28,134.31300951872566
STATION_00,2023-06-29,19.36420644051742
STATION_00,2023-06-30,76.40340671052833
STATION_00,2023-07-01,154.4475298483683
STATION_00,2023-07-02,103.21400095477314
STATION_00,2023-07-03,46.11276110353469
STATION_00,2023-07-04,64.2348145370016
STATION_00,2023-07-05,133.97988744673378
STATION_00,2023-07-06,63.481668414143165
STATION_00,2023-07-07,110.82292947909876
STATION_00,2023-07-08,102.2785919951907
STATION_00,2023-07-09,67.41998261970915
STATION_00,2023-07-10,207.19720446626627
STATION_00,2023-07-11,131.69595111590056
STATION_00,2023-07-12,5.0
STATION_00,2023-07-13,109.3227157384714
STATION_00,2023-07-14,66.9106767615806
STATION_00,2023-07-15,142.6216667398112
STATION_00,2023-07-16,60.373963078364966
STATION_00,2023-07-17,94.26317792665505
STATION_00,2023-07-18,125.24936394902286
STATION_00,2023-07-19,143.2877597085061
STATION_00,2023-07-20,39.98517964721119
STATION_00,2023-07-21,83.27493820795257
STATION_00,2023-07-22,76.25273444195219
STATION_00,2023-07-23,67.3335383713144
STATION_00,2023-07-24,188.27271201405483
STATION_00,2023-07-25,120.24908554804776
STATION_00,2023-07-26,36.95580228324774
STATION_00,2023-07-27,145.8930973527388
STATION_00,2023-07-28,206.10780985063167
STATION_00,2023-07-29,151.62326302755736
STATION_00,2023-07-30,24.031501702299323
STATION_00,2023-07-31,75.78829635668743
STATION_00,2023-08-01,163.34555745933113
STATION_00,2023-08-02,64.61652671906097
STATION_00,2023-08-03,122.19097140731142
STATION_00,2023-08-04,138.73170267146685
STATION_00,2023-08-05,53.65347642109585
STATION_00,2023-08-06,97.02373219691
STATION_00,2023-08-07,5.0
STATION_00,2023-08-08,48.78061793328551
STATION_00,2023-08-09,87.37159243034199
STATION_00,2023-08-10,37.61084090175753
STATION_00,2023-08-11,181.62056519658177
STATION_00,2023-08-12,28.492931101968367
STATION_00,2023-08-13,77.99777566515081
STATION_00,2023-08-14,106.53702886430456
STATION_00,2023-08-15,172.06366445330576
STATION_00,2023-08-16,28.20689244102803
STATION_00,2023-08-17,158.15818760774798
STATION_00,2023-08-18,100.51165305097936
STATION_00,2023-08-19,50.924567447602456
